Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785144585,50,,Aggregated,1.600000,0.000000,8700,12000,13000,13000,14000,15000,15000,15000,15000,15000,15000,23,0,8700,9070.808630439189,2523.9547000383027,15165.318099956494,194.1304347826087
1785144586,50,,Aggregated,1.500000,0.000000,9400,12000,13000,14000,15000,15000,16000,16000,16000,16000,16000,24,0,8700,9351.165870837576,2523.9547000383027,15799.382400000468,194.0
1785144587,50,,Aggregated,1.400000,0.000000,9400,12000,13000,14000,15000,16000,17000,17000,17000,17000,17000,25,0,9400,9645.074200006202,2523.9547000383027,16698.874100053217,194.32
1785144588,50,,Aggregated,1.500000,0.000000,10000,13000,14000,15000,17000,18000,18000,18000,18000,18000,18000,27,0,10000,10248.733770376055,2523.9547000383027,18019.276299979538,194.2962962962963
1785144589,50,,Aggregated,1.400000,0.000000,11000,13000,15000,15000,18000,18000,19000,19000,19000,19000,19000,28,0,10000,10555.390750003946,2523.9547000383027,18835.12919995701,193.92857142857142
1785144590,50,,Aggregated,1.400000,0.000000,12000,14000,15000,17000,19000,19000,20000,20000,20000,20000,20000,30,0,11000,11167.800123337656,2523.9547000383027,20041.425100003835,193.26666666666668
1785144591,50,,Aggregated,1.400000,0.000000,12000,15000,17000,18000,19000,20000,20000,20000,20000,20000,20000,32,0,12000,11721.30634063069,2523.9547000383027,20171.410300012212,193.25
1785144592,50,,Aggregated,1.500000,0.000000,12000,15000,17000,18000,20000,20000,21000,21000,21000,21000,21000,33,0,12000,11995.916445460876,2523.9547000383027,20783.439800026827,193.06060606060606
1785144593,50,,Aggregated,1.500000,0.000000,13000,16000,18000,19000,20000,21000,22000,22000,22000,22000,22000,35,0,13000,12544.928794292666,2523.9547000383027,21816.51219999185,192.71428571428572
1785144594,50,,Aggregated,1.500000,0.000000,13000,17000,19000,20000,21000,22000,23000,23000,23000,23000,23000,37,0,13000,13096.79413514174,2523.9547000383027,23198.171099997126,193.1891891891892
1785144595,50,,Aggregated,1.500000,0.000000,14000,18000,19000,20000,22000,23000,24000,24000,24000,24000,24000,38,0,13000,13377.58493158617,2523.9547000383027,23766.844400030095,193.42105263157896
1785144596,50,,Aggregated,1.600000,0.000000,14000,18000,20000,21000,23000,24000,25000,25000,25000,25000,25000,40,0,14000,13944.94242250803,2523.9547000383027,25051.83070001658,193.4
1785144597,50,,Aggregated,1.600000,0.000000,15000,19000,20000,21000,24000,25000,26000,26000,26000,26000,26000,42,0,14000,14498.979873816661,2523.9547000383027,25610.08229997242,193.47619047619048
1785144598,50,,Aggregated,1.600000,0.000000,15000,19000,21000,22000,24000,26000,26000,26000,26000,26000,26000,43,0,15000,14763.287781402036,2523.9547000383027,25864.219899987802,193.6046511627907
1785144599,50,,Aggregated,1.600000,0.000000,16000,20000,22000,23000,26000,26000,27000,27000,27000,27000,27000,46,0,15000,15549.271150006225,2523.9547000383027,27246.378600015305,193.7826086956522
1785144600,50,,Aggregated,1.700000,0.000000,16000,20000,22000,24000,26000,27000,28000,28000,28000,28000,28000,47,0,16000,15809.10540000595,2523.9547000383027,27761.48089999333,193.85106382978722
1785144601,50,,Aggregated,1.700000,0.000000,17000,21000,23000,25000,27000,28000,29000,29000,29000,29000,29000,49,0,17000,16338.184677556214,2523.9547000383027,29185.963600000832,193.91836734693877
1785144602,50,,Aggregated,1.700000,0.000000,18000,21000,24000,26000,27000,28000,30000,30000,30000,30000,30000,50,0,17000,16604.81188400532,2523.9547000383027,29669.545000011567,193.98
1785144603,50,,Aggregated,1.800000,0.000000,18000,22000,25000,26000,28000,30000,30000,31000,31000,31000,31000,52,0,18000,17144.50821538944,2523.9547000383027,30883.623600006104,193.84615384615384
1785144604,50,,Aggregated,1.700000,0.000000,19000,22000,26000,26000,29000,31000,31000,31000,31000,31000,31000,54,0,18000,17667.124814819545,2523.9547000383027,31263.069799984805,193.87037037037038
1785144605,50,,Aggregated,1.700000,0.000000,19000,23000,26000,27000,30000,31000,31000,31000,31000,31000,31000,56,0,19000,18153.04516607492,2523.9547000383027,31283.406999951694,193.57142857142858
1785144606,50,,Aggregated,1.700000,0.000000,19000,24000,26000,27000,31000,31000,31000,32000,32000,32000,32000,57,0,19000,18390.66684737254,2523.9547000383027,31697.48100003926,193.4561403508772
1785144607,50,,Aggregated,1.700000,0.000000,20000,24000,26000,28000,31000,31000,31000,32000,32000,32000,32000,58,0,19000,18614.396829313624,2523.9547000383027,31697.48100003926,193.3793103448276
1785144608,50,,Aggregated,1.700000,0.000000,20000,25000,27000,29000,31000,32000,32000,32000,32000,32000,32000,60,0,20000,19051.390381669626,2523.9547000383027,31797.346199979074,193.58333333333334
1785144609,50,,Aggregated,1.700000,0.000000,20000,26000,28000,30000,31000,32000,32000,32000,32000,32000,32000,62,0,20000,19449.024588711778,2523.9547000383027,31974.579799978528,193.32258064516128
1785144611,50,,Aggregated,1.600000,0.000000,20000,26000,28000,30000,31000,32000,32000,32000,32000,32000,32000,63,0,20000,19628.757496827304,2523.9547000383027,31974.579799978528,193.4126984126984
1785144612,50,,Aggregated,1.600000,0.000000,21000,26000,29000,31000,31000,32000,32000,32000,32000,32000,32000,64,0,20000,19802.129523439362,2523.9547000383027,31974.579799978528,193.5
1785144613,50,,Aggregated,1.600000,0.000000,21000,27000,30000,31000,31000,32000,32000,34000,34000,34000,34000,67,0,21000,20330.618797016064,2523.9547000383027,33597.51439996762,192.56716417910448
1785144614,50,,Aggregated,1.500000,0.000000,22000,27000,31000,31000,31000,32000,32000,34000,34000,34000,34000,69,0,22000,20629.384542030006,2523.9547000383027,33597.51439996762,192.6231884057971
1785144615,50,,Aggregated,1.500000,0.000000,22000,28000,31000,31000,31000,32000,32000,34000,34000,34000,34000,70,0,22000,20776.169348572148,2523.9547000383027,33597.51439996762,192.74285714285713
1785144616,50,,Aggregated,1.600000,0.000000,23000,28000,31000,31000,31000,32000,32000,34000,34000,34000,34000,72,0,22000,21051.95931805631,2523.9547000383027,33597.51439996762,192.79166666666666
1785144617,50,,Aggregated,1.500000,0.000000,23000,29000,31000,31000,31000,32000,32000,34000,34000,34000,34000,73,0,23000,21185.008136986926,2523.9547000383027,33597.51439996762,192.91780821917808
1785144618,50,,Aggregated,1.600000,0.000000,24000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,75,0,24000,21432.883893333685,2523.9547000383027,33597.51439996762,192.69333333333333
1785144619,50,,Aggregated,1.600000,0.000000,24000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,76,0,24000,21550.911709210548,2523.9547000383027,33597.51439996762,192.67105263157896
1785144620,50,,Aggregated,1.600000,0.000000,25000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,78,0,24000,21778.180932051513,2523.9547000383027,33597.51439996762,192.76923076923077
1785144621,50,,Aggregated,1.600000,0.000000,25000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,79,0,25000,21887.207169620662,2523.9547000383027,33597.51439996762,192.69620253164558
1785144622,50,,Aggregated,1.600000,0.000000,26000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,81,0,26000,22087.595882716323,2523.9547000383027,33597.51439996762,192.74074074074073
1785144623,50,,Aggregated,1.500000,0.000000,26000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,82,0,26000,22183.296956097787,2523.9547000383027,33597.51439996762,192.67073170731706
1785144624,50,,Aggregated,1.600000,0.000000,26000,30000,31000,31000,31000,32000,32000,34000,34000,34000,34000,85,0,26000,22486.44116588197,2523.9547000383027,33597.51439996762,192.16470588235293
