Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785144797,50,,Aggregated,8.500000,0.000000,3300,4400,5200,5600,6900,8000,11000,11000,12000,12000,12000,366,0,3300,3716.5757726767874,7.946499972604215,11775.949600036256,188.76502732240436
1785144798,50,,Aggregated,9.000000,0.000000,3400,4400,5200,5600,7000,8600,11000,11000,13000,13000,13000,377,0,3400,3777.060690715128,7.946499972604215,13354.208800010383,188.70026525198938
1785144799,50,,Aggregated,8.800000,0.000000,3400,4400,5200,5800,7000,9200,11000,12000,13000,13000,13000,388,0,3400,3828.39464948326,7.946499972604215,13354.208800010383,188.71134020618555
1785144800,50,,Aggregated,8.600000,0.000000,3400,4400,5200,5800,7000,9700,11000,12000,13000,13000,13000,397,0,3400,3859.6874755657377,7.946499972604215,13354.208800010383,188.8589420654912
1785144801,50,,Aggregated,8.500000,0.000000,3400,4300,5200,5800,7100,11000,12000,12000,13000,13000,13000,409,0,3400,3911.1079533001202,7.946499972604215,13354.208800010383,188.85085574572128
1785144802,50,,Aggregated,8.600000,0.000000,3500,4300,5200,5800,7100,11000,12000,12000,13000,13000,13000,414,0,3500,3925.7456437193346,7.946499972604215,13354.208800010383,188.8647342995169
1785144803,50,,Aggregated,8.900000,0.000000,3500,4400,5200,5800,7300,11000,12000,12000,13000,13000,13000,425,0,3500,3986.543559293701,7.946499972604215,13354.208800010383,188.96
1785144804,50,,Aggregated,9.300000,0.000000,3600,4400,5200,5900,7300,11000,12000,12000,13000,13000,13000,434,0,3600,4027.9406050687135,7.946499972604215,13354.208800010383,188.95622119815667
1785144805,50,,Aggregated,9.200000,0.000000,3600,4500,5200,5900,7500,11000,12000,12000,13000,13000,13000,446,0,3600,4068.7103251116914,7.946499972604215,13354.208800010383,188.72869955156952
1785144806,50,,Aggregated,9.600000,0.000000,3600,4500,5200,6000,7600,11000,12000,12000,13000,13000,13000,455,0,3600,4090.305448131339,7.946499972604215,13354.208800010383,188.7010989010989
1785144807,50,,Aggregated,9.500000,0.000000,3700,4500,5300,6000,7500,11000,12000,12000,13000,13000,13000,467,0,3700,4114.483458029253,7.946499972604215,13354.208800010383,188.6017130620985
1785144808,50,,Aggregated,9.600000,0.000000,3700,4500,5300,5900,7500,11000,12000,12000,13000,13000,13000,474,0,3700,4119.375522151311,7.946499972604215,13354.208800010383,188.72995780590716
1785144809,50,,Aggregated,9.900000,0.000000,3700,4500,5300,5900,7300,10000,12000,12000,13000,13000,13000,483,0,3700,4129.700817597748,7.946499972604215,13354.208800010383,188.78467908902692
1785144810,50,,Aggregated,9.600000,0.000000,3700,4600,5300,5900,7300,10000,12000,12000,13000,13000,13000,494,0,3700,4139.8452423071785,7.946499972604215,13354.208800010383,188.7914979757085
1785144811,50,,Aggregated,9.400000,0.000000,3700,4600,5400,5900,7300,10000,11000,12000,13000,13000,13000,503,0,3700,4148.9863723654635,7.946499972604215,13354.208800010383,188.86282306163022
1785144812,50,,Aggregated,9.500000,0.000000,3700,4600,5400,6000,7300,10000,11000,12000,13000,13000,13000,513,0,3700,4157.786576997659,7.946499972604215,13354.208800010383,188.85575048732943
1785144813,50,,Aggregated,9.600000,0.000000,3700,4600,5500,6000,7300,10000,11000,12000,13000,13000,13000,522,0,3700,4167.242819731596,7.946499972604215,13354.208800010383,188.86590038314176
1785144814,50,,Aggregated,9.500000,0.000000,3700,4700,5500,6000,7300,10000,11000,12000,13000,13000,13000,533,0,3700,4180.016879174477,7.946499972604215,13354.208800010383,188.94746716697935
1785144815,50,,Aggregated,9.900000,0.000000,3800,4700,5500,6100,7300,9700,11000,12000,13000,13000,13000,542,0,3800,4198.661738560845,7.946499972604215,13354.208800010383,189.05719557195573
1785144816,50,,Aggregated,9.500000,0.000000,3800,4700,5600,6100,7200,9700,11000,12000,13000,13000,13000,552,0,3800,4207.703853079705,7.946499972604215,13354.208800010383,189.08514492753622
1785144817,50,,Aggregated,9.800000,0.000000,3800,4800,5600,6200,7200,9600,11000,12000,13000,13000,13000,563,0,3800,4220.855875665816,7.946499972604215,13354.208800010383,189.15097690941386
