Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,3,0,33000,32887.09816664535,32439.692099986132,33597.51439996762,141.0,0.05150015984684172,0.0,33000,33000,34000,34000,34000,34000,34000,34000,34000,34000,34000
POST,/predict,87,0,26000,22570.66997011452,2523.9547000383027,31974.579799978528,193.632183908046,1.4935046355584098,0.0,26000,30000,31000,31000,31000,31000,32000,32000,32000,32000,32000
,Aggregated,90,0,27000,22914.550909998878,2523.9547000383027,33597.51439996762,191.87777777777777,1.5450047954052515,0.0,27000,30000,31000,31000,31000,32000,33000,34000,34000,34000,34000
